,title,issueNum,year,creator
2834,Justice League,47,2011,Jason Fabok
2835,Justice League 3001,8,2015,John Marc 'J.M.' DeMatteis
2836,Justice League 3001,8,2015,Hi-Fi Colour Design
2837,Justice League 3001,8,2015,Keith Ian Giffen
2838,Justice League 3001,8,2015,Scott Kolins
2839,Justice League of America,198,1960,Carl Gafford - 'Gaff'
2840,Justice League of America,198,1960,Gerry Conway
2841,Justice League of America,198,1960,Don Heck
2842,Justice League of America,198,1960,Brett Breeding
2843,The Fury of Firestorm,34,1982,Rafael Kayanan
2844,The Fury of Firestorm,34,1982,Gerry Conway
2845,The Fury of Firestorm,34,1982,Nansi Hoolahan
2846,The Fury of Firestorm,34,1982,Alan Kupperberg
2847,Green Arrow,43,2001,Ande J. Parks
2848,Green Arrow,43,2001,Phillip 'Phil' Hester
2849,Green Arrow,43,2001,Guy Major
2850,Green Arrow,43,2001,Judd Winick
2852,Aquaman,17,1962,Nick Cardy
2853,Aquaman,17,1962,Jack Miller
2854,Green Lantern Corps,None,2006,Gabriel A. Eltaeb
2855,Green Lantern Corps,None,2006,Mark John Irwin
2856,Green Lantern Corps,None,2006,Randy G. Mayor
2857,Green Lantern Corps,None,2006,Tom Nguyen
2858,Green Lantern Corps,None,2006,Patrick 'Pat' Gleason
2859,Green Lantern Corps,None,2006,Keith C. Champagne
2860,Green Lantern Corps,None,2006,Peter J. Tomasi
2861,Green Lantern Corps,None,2006,Prentis Rollins
2862,Green Lantern Corps,None,2006,Rebecca Buchman
2863,Wonder Woman,89,1987,Romeo Tanghal
2864,Wonder Woman,89,1987,John Ross
2865,Wonder Woman,89,1987,William Messner-Loebs
2866,Wonder Woman,89,1987,Patricia 'Trish' Mulvihill
2867,Wonder Woman,89,1987,Christopher Priest
2868,Hal Jordan & the Green Lantern Corps,8,2016,Robert Venditti
2869,Hal Jordan & the Green Lantern Corps,8,2016,Ethan Van Sciver
2870,Hal Jordan & the Green Lantern Corps,8,2016,Jason Wright
2871,Justice League,21,2011,Geoff Johns
2872,Justice League,21,2011,Gary Frank
2873,Justice League,21,2011,Brad Anderson
2874,Justice League,7,2011,Geoff Johns
2875,Justice League,7,2011,Gene Ha
2876,Justice League,7,2011,Art Lyon
2877,Justice League,7,2011,Gary Frank
2878,Justice League,7,2011,Brad Anderson
2879,Green Arrow,2,2001,Kevin Smith
2880,Green Arrow,2,2001,Ande J. Parks
2881,Green Arrow,2,2001,Guy Major
2882,Green Arrow,2,2001,Phillip 'Phil' Hester
2883,Green Arrow,69,1988,Rick Hoberg
2884,Green Arrow,69,1988,Mike Grell
2885,Green Arrow,69,1988,Julia Lacquement
2886,Green Arrow,69,1988,John Nyberg
2887,The Flash,100,1987,Oscar Jimenez Garrido - 'Juan Barranco'
2888,The Flash,100,1987,Jose Marzan Jr.
2889,The Flash,100,1987,Salvador Larroca
2890,The Flash,100,1987,Tom J. McCraw
2891,The Flash,100,1987,Carlos Pacheco
2892,The Flash,100,1987,Mark Waid
2893,The Flash,100,1987,Sergio Borjas
2894,Aquaman,23,2011,Sean P. Parsons
2895,Aquaman,23,2011,Geoff Johns
2896,Aquaman,23,2011,Paul Pelletier
2897,Aquaman,23,2011,Rodrigo Reis - 'Rod'
2898,Supergirl,1,2005,David Morn Zamarripa - 'David Morn'
2899,Supergirl,1,2005,Beth Sotelo
2900,Supergirl,1,2005,Norm Rapmund
2901,Supergirl,1,2005,"Joseph ""Jeph"" Loeb III"
2902,Supergirl,1,2005,Ian Churchill
2903,Aquaman,5,2003,Mark Propst
2904,Aquaman,5,2003,Rick Veitch
2905,Aquaman,5,2003,Rob Leigh
2906,Aquaman,5,2003,Nathan Eyring
2907,Aquaman,5,2003,Yvel Guichet
2908,Wonder Woman,27,1987,Will Blyberg
2909,Wonder Woman,27,1987,Chris Marrinan
2910,Wonder Woman,27,1987,George Prez
2911,Wonder Woman,27,1987,Carl Gafford - 'Gaff'
2912,Arrow [II],2,2012,Andrew Kreisberg
2913,Arrow [II],2,2012,Ikari Studios
2914,Arrow [II],2,2012,David Lopez (Ikari Studio)
2915,Arrow [II],2,2012,Marc Guggenheim
2916,Arrow [II],2,2012,Santi Casas
2917,Arrow [II],2,2012,Mike Grell
2918,Justice League of America,3,2015,Daniel Henriques
2919,Justice League of America,3,2015,Alex Sinclair - 'Sinc'
2920,Justice League of America,3,2015,Bryan Hitch
2921,Sensation Comics Featuring Wonder Woman [I],7,2014,Marguerite Sauvage
2922,Sensation Comics Featuring Wonder Woman [I],7,2014,Sean E. Williams
2923,Green Arrow,6,1988,Frank McLaughlin
2924,Green Arrow,6,1988,Mike Grell
2925,Green Arrow,6,1988,Ed J. Hannigan
2926,Green Arrow,6,1988,Julia Lacquement
2927,Green Arrow,6,1988,Dick Giordano
2928,Green Lantern,None,2005,Cam Smith
2929,Green Lantern,None,2005,Nei Ruffino
2930,Green Lantern,None,2005,Shane Davis
2931,Green Lantern,None,2005,Marlo Alquiza
2932,Green Lantern,None,2005,Mark Farmer
2933,Green Lantern,None,2005,Jonathan D. Smith - 'J.D.'
2934,Green Lantern,None,2005,Ivan Reis - 'Rodrigo Ivan dos Reis'
2935,Green Lantern,None,2005,Oclair Albert
2936,Green Lantern,None,2005,Andy Lanning
2937,Green Lantern,None,2005,Julio Ferreira
2938,Green Lantern,None,2005,Geoff Johns
2939,Green Lantern,None,2005,Mike McKone
2940,Green Lantern,None,2005,Sandra Hope-Archer
2941,Green Lantern,None,2005,Norm Rapmund
2942,Aquaman,38,2011,Rainier 'Rain' Beredo
2943,Aquaman,38,2011,Paul Pelletier
2945,Aquaman,38,2011,Jeff Parker
2946,Aquaman,38,2011,Sean P. Parsons
2947,Aquaman,38,2011,Sandra Hope-Archer
2949,Wonder Woman,260,1942,Jerry Serpe
2950,Wonder Woman,260,1942,Gerry Conway
2951,Wonder Woman,260,1942,Jos Delbo
2952,Wonder Woman,260,1942,Vincent Joseph Colletta - 'Vince / Vinnie / P. Zorito'
2953,The Dark and Bloody,6,2016,Shawn Aldridge
2954,The Dark and Bloody,6,2016,Vertigo
2955,The Dark and Bloody,6,2016,Patricia 'Trish' Mulvihill
2957,The Dark and Bloody,6,2016,Scott Godlewski
2959,Wonder Woman,122,1942,Robert 'Bob' Kanigher
2960,Wonder Woman,122,1942,Mike Esposito - 'Espo'
2961,Wonder Woman,122,1942,Ross Andru
2962,Wonder Woman,17,1987,Carl Gafford - 'Gaff'
2963,Wonder Woman,17,1987,George Prez
2964,Wonder Woman,17,1987,Dick Giordano
2965,Wonder Woman,146,1942,Robert 'Bob' Kanigher
2966,Wonder Woman,146,1942,Mike Esposito - 'Espo'
2967,Wonder Woman,146,1942,Ross Andru
2968,Green Arrow/Black Canary,9,2007,Mike Norton
2969,Green Arrow/Black Canary,9,2007,David Baron
2970,Green Arrow/Black Canary,9,2007,Wayne Faucher
2971,Green Arrow/Black Canary,9,2007,Judd Winick
2972,Green Lantern,109,1990,Ron Marz
2973,Green Lantern,109,1990,Paul Pelletier
2974,Green Lantern,109,1990,Rob Schwager - 'RJS'
2975,Green Lantern,109,1990,Terry Austin
2976,Batman Incorporated,None,2012,Chris Burnham
2977,Batman Incorporated,None,2012,Nathan Fairbairn
2978,Batman Incorporated,None,2012,(Story is monochromatic)
2979,Batman Incorporated,None,2012,Jason Masters
2980,Batman Incorporated,None,2012,Grant Morrison
2981,Batman Incorporated,None,2012,Peter Hamboussi
2982,Justice League: A Midsummer's Nightmare,1,1996,Fabian Nicieza
2983,Justice League: A Midsummer's Nightmare,1,1996,Patrick 'Pat' Garrahy
2984,Justice League: A Midsummer's Nightmare,1,1996,Jeff Johnson - 'Angel Warrior'
2985,Justice League: A Midsummer's Nightmare,1,1996,Jonathan 'Jon' Holdredge
2986,Justice League: A Midsummer's Nightmare,1,1996,Mark Waid
2987,Justice League: A Midsummer's Nightmare,1,1996,Darick Robertson
2988,Justice League: A Midsummer's Nightmare,1,1996,Hanibal Rodriguez - 'Anibal Rodriguez'
2989,Tangent Comics/ The Flash,1,1997,Cam Smith
2990,Tangent Comics/ The Flash,1,1997,Patricia 'Trish' Mulvihill
2991,Tangent Comics/ The Flash,1,1997,Allen Jamison - 'Jamison/Jamison Services'
2992,Tangent Comics/ The Flash,1,1997,Todd Dezago
2993,Tangent Comics/ The Flash,1,1997,Tangent
2994,Tangent Comics/ The Flash,1,1997,Gary Frank
2996,Green Lantern: New Guardians,9,2011,Nei Ruffino
2997,Green Lantern: New Guardians,9,2011,Matt Banning - 'Batt'
2998,Green Lantern: New Guardians,9,2011,Tyler Kirkham
2999,Green Lantern: New Guardians,9,2011,Toms Giorello
3000,Green Lantern: New Guardians,9,2011,Antony J.L. Bedard - 'Tony Bedard'
3001,Green Lantern: New Guardians,9,2011,Nathan Eyring
3002,Green Lantern: New Guardians,9,2011,Hi-Fi Colour Design
3003,Green Arrow,None,2001,Guy Major
3004,Green Arrow,None,2001,Andy Owens
3005,Green Arrow,None,2001,Scott Alan McDaniel
3006,Green Arrow,None,2001,Judd Winick
3007,Justice League of America,54,2006,Andrew Dalhouse
3008,Justice League of America,54,2006,Brett Booth
3009,Justice League of America,54,2006,Norm Rapmund
3010,Justice League of America,54,2006,James Dale Robinson
3011,Wonder Woman,9,1987,Tatjana Wood
3012,Wonder Woman,9,1987,Bruce D. Patterson
3013,Wonder Woman,9,1987,George Prez
3014,Wonder Woman,9,1987,Len Wein
3015,Aquaman,21,2011,Sean P. Parsons
3016,Aquaman,21,2011,Geoff Johns
3017,Aquaman,21,2011,Paul Pelletier
3018,Aquaman,21,2011,Rodrigo Reis - 'Rod'
3019,Justice League of America,161,1960,Gerry Conway
3020,Justice League of America,161,1960,Adrienne Roy
3021,Justice League of America,161,1960,Dick Dillin
3022,Justice League of America,161,1960,Frank McLaughlin
3023,Justice League of America,161,1960,Whitman Reprint
3025,The Flash,173,1959,Murphy Anderson
3026,The Flash,173,1959,Carmine Infantino
3027,The Flash,173,1959,Julius Schwartz
3028,The Flash,173,1959,Sidney 'Sid' Greene
3029,The Flash,173,1959,John Broome
3030,The Legend of Wonder Woman,2,1986,Kurt Busiek
3031,The Legend of Wonder Woman,2,1986,Nansi Hoolahan
3032,The Legend of Wonder Woman,2,1986,Trina Robbins
3033,Wonder Woman,251,1942,Jerry Serpe
3034,Wonder Woman,251,1942,Jos Delbo
3035,Wonder Woman,251,1942,Vincent Joseph Colletta - 'Vince / Vinnie / P. Zorito'
3036,Wonder Woman,251,1942,Jack C. Harris
3037,Wonder Woman,251,1942,Whitman Reprint
3039,Flash & Green Lantern: The Brave and the Bold,6,1999,Tom 'Tennessee' Peyer
3040,Flash & Green Lantern: The Brave and the Bold,6,1999,Barry Kitson
3041,Flash & Green Lantern: The Brave and the Bold,6,1999,Digital Chameleon
3042,Flash & Green Lantern: The Brave and the Bold,6,1999,Lovern Kindzierski
3043,Flash & Green Lantern: The Brave and the Bold,6,1999,Mark Waid
3044,Green Arrow,None,2001,Steve Bird
3045,Green Arrow,None,2001,Judd Winick
3046,Green Arrow,None,2001,Manuel Garcia
3047,Green Arrow,None,2001,Ande J. Parks
3048,Green Arrow,None,2001,Guy Major
3049,Green Arrow,None,2001,Phillip 'Phil' Hester
3050,Aquaman,69,1994,Dan Jurgens
3051,Aquaman,69,1994,Steve Epting
3052,Aquaman,69,1994,Digital Chameleon
3053,Aquaman,69,1994,Noelle C. Giddings - '(sometimes Nel?)'
3054,Aquaman,69,1994,Norm Rapmund
3056,Justice League United,7,2014,Neil Edwards
3057,Justice League United,7,2014,Jeff Lemire
3059,Justice League United,7,2014,Jeromy N. Cox
3060,Justice League United,7,2014,Keith C. Champagne
3061,Justice League United,7,2014,Jay Leisten
3063,Wonder Woman,227,1942,Vincent Joseph Colletta - 'Vince / Vinnie / P. Zorito'
3064,Wonder Woman,227,1942,Jos Delbo
3066,Wonder Woman,227,1942,Martin Pasko
3067,Justice League,26,2011,Joe Prado
3068,Justice League,26,2011,Rodrigo Reis - 'Rod'
3069,Justice League,26,2011,Robert 'Rob' Hunter - 'Bobby-C'
3070,Justice League,26,2011,Eber Ferreira
3071,Justice League,26,2011,Ivan Reis - 'Rodrigo Ivan dos Reis'
3072,Justice League,26,2011,Tony Avia
3073,Justice League,26,2011,Andy Lanning
3074,Justice League,26,2011,Geoff Johns
3075,Justice League,26,2011,Tomeu Morey
3076,Green Arrow,40,1988,Mike Grell
3077,Green Arrow,40,1988,Julia Lacquement
3078,Wonder Woman,26,1987,Will Blyberg
3079,Wonder Woman,26,1987,Keith Ian Giffen
3080,Wonder Woman,26,1987,Carl Gafford - 'Gaff'
3081,Wonder Woman,26,1987,Chris Marrinan
3082,Wonder Woman,26,1987,Cary Bates
3083,Wonder Woman,26,1987,George Prez
3084,Justice League vs. Suicide Squad,6,2017,Joshua Williamson
3085,Justice League vs. Suicide Squad,6,2017,Alex Sinclair - 'Sinc'
3086,Justice League vs. Suicide Squad,6,2017,Howard Porter
3087,Justice League of America,58,2006,Daniel Sampere
3088,Justice League of America,58,2006,Miguel Angel Sepulveda
3089,Justice League of America,58,2006,Andrew Dalhouse
3090,Justice League of America,58,2006,Wayne Faucher
3091,Justice League of America,58,2006,James Dale Robinson
3092,Wonder Woman Archives,None,1998,Harry G. Peter
3093,Wonder Woman Archives,None,1998,Dr. William Moulton Marston
3094,Wonder Woman Archives,None,1998,Patricia 'Trish' Mulvihill
3095,Wonder Woman Archives,None,1998,Bob Kahan
3096,Nightwing,9,2016,Tim Seeley
3097,Nightwing,9,2016,Marcio Takara
3098,Green Lantern/Sentinel: Heart of Darkness,1,1998,Ron Marz
3099,Green Lantern/Sentinel: Heart of Darkness,1,1998,Paul Pelletier
3100,Green Lantern/Sentinel: Heart of Darkness,1,1998,Jason Wright
3101,Green Lantern/Sentinel: Heart of Darkness,1,1998,Dan Davis
3102,The Flash,293,1959,Joe Orlando
3103,The Flash,293,1959,Gene D'Angelo
3104,The Flash,293,1959,Len Wein
3105,The Flash,293,1959,Don Heck
3106,The Flash,293,1959,Gerry Conway
3107,The Flash,293,1959,George Prez
3108,Nightwing,94,1996,Gregory A. Wright
3109,Nightwing,94,1996,Devin Kallie Grayson
3110,Nightwing,94,1996,Andy Owens
3111,Nightwing,94,1996,Mike P. Lilly
3112,Green Lantern,158,1960,Irving ''Irv'' Novick
3113,Green Lantern,158,1960,Mike W. Barr
3114,Green Lantern,158,1960,Anthony Tollin
3115,Green Lantern,158,1960,Mike DeCarlo
3116,Green Lantern,158,1960,Paul Kupperberg
3117,Green Lantern,158,1960,Bruce D. Patterson
3118,Green Lantern,158,1960,Keith Pollard
3119,Green Lantern,158,1960,Tom Ziuko
3120,Justice League,48,2011,Geoff Johns
3121,Justice League,48,2011,Brad Anderson
3122,Justice League,48,2011,Jason Fabok
3123,The Fury of Firestorm,26,1982,Carla Conway
3124,The Fury of Firestorm,26,1982,Rafael Kayanan
3125,The Fury of Firestorm,26,1982,Gerry Conway
3126,The Fury of Firestorm,26,1982,Romeo Tanghal
3127,The Flash,284,1959,Don Heck
3128,The Flash,284,1959,Cary Bates
3129,The Flash,284,1959,Gene D'Angelo
3130,The Flash,284,1959,Frank Chiaramonte
3132,Wonder Woman,105,1942,Robert 'Bob' Kanigher
3133,Wonder Woman,105,1942,Mike Esposito - 'Espo'
3134,Wonder Woman,105,1942,Ross Andru
3135,Aquaman,14,1994,Tom J. McCraw
3136,Aquaman,14,1994,Howard M. Shum
3137,Aquaman,14,1994,Peter Allen David - 'PAD'
3138,Aquaman,14,1994,Martin Egeland
3139,Nightwing,18,1996,Roberta Tewes
3140,Nightwing,18,1996,Charles 'Chuck' Dixon
3141,Nightwing,18,1996,Karl C. Story
3142,Nightwing,18,1996,Scott Alan McDaniel
3143,Green Lantern Corps,44,2006,Gabriel A. Eltaeb
3144,Green Lantern Corps,44,2006,Randy G. Mayor
3145,Green Lantern Corps,44,2006,Tom Nguyen
3146,Green Lantern Corps,44,2006,Patrick 'Pat' Gleason
3147,Green Lantern Corps,44,2006,Keith C. Champagne
3148,Green Lantern Corps,44,2006,Peter J. Tomasi
3149,Green Lantern Corps,44,2006,Rebecca Buchman
3150,The Flash,204,1987,James R. Sinclair - 'Jim'
3151,The Flash,204,1987,Geoff Johns
3152,The Flash,204,1987,Alberto C. Dose
3153,Justice League Europe,13,1989,John Marc 'J.M.' DeMatteis
3154,Justice League Europe,13,1989,K.S. Wilson
3155,Justice League Europe,13,1989,Chris Sprouse
3156,Justice League Europe,13,1989,Keith Ian Giffen
3157,Justice League Europe,13,1989,Gene D'Angelo
3158,Wonder Woman,101,1987,John Byrne
3159,Wonder Woman,101,1987,Patricia 'Trish' Mulvihill
3160,Justice League Dark,32,2011,Chris Sotomayor - 'Soto'
3161,Justice League Dark,32,2011,John Marc 'J.M.' DeMatteis
3162,Justice League Dark,32,2011,Walden Wong
3163,Justice League Dark,32,2011,Andres Guinaldo
3164,Suicide Squad Most Wanted: Deadshot & Katana,5,2016,Robert 'Bob' Harras
3165,Suicide Squad Most Wanted: Deadshot & Katana,5,2016,Richard Friend
3166,Suicide Squad Most Wanted: Deadshot & Katana,5,2016,Brian Buccellato - 'Brian Bucce'
3167,Suicide Squad Most Wanted: Deadshot & Katana,5,2016,Michael Spicer
3168,Suicide Squad Most Wanted: Deadshot & Katana,5,2016,Viktor Bogdanovic
3169,Suicide Squad Most Wanted: Deadshot & Katana,5,2016,Cary Nord
3170,Flash: The Fastest Man Alive,None,2006,Rachel Gluckstern
3171,Flash: The Fastest Man Alive,None,2006,Ian Boothby
3172,Flash: The Fastest Man Alive,None,2006,Giuseppe Camuncoli - 'Cammo'
3173,Flash: The Fastest Man Alive,None,2006,Robert 'Bob' Joy
3174,Flash: The Fastest Man Alive,None,2006,Joan Hilty
3175,Flash: The Fastest Man Alive,None,2006,Lorenzo Ruggiero
3176,Flash: The Fastest Man Alive,None,2006,Hi-Fi Colour Design
3177,Flash: The Fastest Man Alive,None,2006,Tony Daniel - 'Antonio Salvador Daniel'
3178,Green Arrow,63,1988,Rick Hoberg
3179,Green Arrow,63,1988,Mike Grell
3180,Green Arrow,63,1988,Julia Lacquement
3181,Green Arrow,63,1988,John Nyberg
3182,Justice League Dark,14,2011,Graham Nolan
3183,Justice League Dark,14,2011,Vic Drujiniu
3184,Justice League Dark,14,2011,Jeff Lemire
3185,Justice League Dark,14,2011,Jeromy N. Cox
3186,Justice League America,57,1989,John Marc 'J.M.' DeMatteis
3187,Justice League America,57,1989,Bruce D. Patterson
3188,Justice League America,57,1989,Gene D'Angelo
3189,Justice League America,57,1989,Keith Ian Giffen
3190,Justice League America,57,1989,Chris Wozniak
3191,Justice League: Cry for Justice,5,2009,(Scanned From Pencils)
3192,Justice League: Cry for Justice,5,2009,Mauro Cascioli
3193,Justice League: Cry for Justice,5,2009,Scott Clark
3194,Justice League: Cry for Justice,5,2009,James Dale Robinson
3195,Justice League,13,2011,Brad Walker
3196,Justice League,13,2011,Matt Banning - 'Batt'
3197,Justice League,13,2011,Richard Friend
3198,Justice League,13,2011,Jeff Lemire
3199,Justice League,13,2011,Tomeu Morey
3200,Justice League,13,2011,Andrew 'Drew' Hennessy
3201,Justice League,13,2011,Geoff Johns
3202,Justice League,13,2011,Jay David Ramos
3203,Justice League,13,2011,Tony Daniel - 'Antonio Salvador Daniel'
3204,All-Flash,27,1941,Sheldon Mayer
3205,All-Flash,27,1941,Martin Naydel
3206,The Flash,215,1959,Julius Schwartz
3207,The Flash,215,1959,Len Wein
3208,The Flash,215,1959,Dick Giordano
3209,The Flash,215,1959,Neal Adams
3210,The Flash,215,1959,Irving ''Irv'' Novick
3211,The Flash,215,1959,Frank McLaughlin
3212,Green Lantern,14,1990,Romeo Tanghal
3213,Green Lantern,14,1990,Mark D. Bright - 'Doc Bright'
3214,Green Lantern,14,1990,Gerard Jones
3215,Green Lantern,14,1990,Anthony Tollin
3216,The Flash,40,1987,Greg LaRocque
3217,The Flash,40,1987,William Messner-Loebs
3218,The Flash,40,1987,Jose Marzan Jr.
3219,The Flash,40,1987,Glenn Whitmore
3220,The Flash,58,1987,Greg LaRocque
3221,The Flash,58,1987,William Messner-Loebs
3222,The Flash,58,1987,Jose Marzan Jr.
3223,The Flash,58,1987,Glenn Whitmore
3224,Convergence Justice League,1,2015,Monica Kubina - 'Colorgraphix'
3225,Convergence Justice League,1,2015,Frank Tieri
3226,Convergence Justice League,1,2015,Vicente Cifuentes
3227,Nightwing,134,1996,Keith C. Champagne
3228,Nightwing,134,1996,Edgar Delgado - 'Pato'
3229,Nightwing,134,1996,Marv Wolfman
3230,Nightwing,134,1996,Jamal Yaseem Igle
3231,Aquaman,59,1962,Jim Aparo
3232,Aquaman,59,1962,Paul Levitz
3233,Aquaman,59,1962,Elizabeth Ann Berube - 'Liz Berube; Elizabeth'
3234,Aquaman,59,1962,David Michelinie
3235,Justice League,2,2016,Tony Daniel - 'Antonio Salvador Daniel'
3236,Justice League,2,2016,Bryan Hitch
3237,Justice League,2,2016,Sandu Florea
3238,Justice League,2,2016,Tomeu Morey
3239,Wonder Woman,237,1942,Elizabeth Ann Berube - 'Liz Berube; Elizabeth'
3240,Wonder Woman,237,1942,Gerry Conway
3241,Wonder Woman,237,1942,Jos Delbo
3242,Wonder Woman,237,1942,Vincent Joseph Colletta - 'Vince / Vinnie / P. Zorito'
3243,Green Lantern,17,1941,Paul Reinman
3244,Green Lantern,17,1941,Sheldon Mayer
3245,The Flash,1,2011,Brian Buccellato - 'Brian Bucce'
3246,The Flash,1,2011,Francis Manapul
3247,Birds of Prey,8,2010,Nei Ruffino
3248,Birds of Prey,8,2010,Gail Simone
3249,Birds of Prey,8,2010,Guillem March
3250,Justice League of America,7.3,2013,Chris Sotomayor - 'Soto'
3251,Justice League of America,7.3,2013,Tom DeFalco
3252,Justice League of America,7.3,2013,Chad Hardin
3253,Green Lantern/Sentinel: Heart of Darkness,3,1998,Ron Marz
3254,Green Lantern/Sentinel: Heart of Darkness,3,1998,Paul Pelletier
3255,Green Lantern/Sentinel: Heart of Darkness,3,1998,Jason Wright
3256,Green Lantern/Sentinel: Heart of Darkness,3,1998,Dan Davis
3257,The Flash,65,1987,Glenn Whitmore
3258,The Flash,65,1987,Greg LaRocque
3259,The Flash,65,1987,Jose Marzan Jr.
3260,The Flash,65,1987,Mark Waid
3261,Justice League America,63,1989,Dan Jurgens
3262,Justice League America,63,1989,Rick Burchett
3263,Justice League America,63,1989,Gene D'Angelo
3264,Justice League: Generation Lost,15,2010,Joe Bennett - 'Benedito Jose Nascimento'
3265,Justice League: Generation Lost,15,2010,Hi-Fi Colour Design
3266,Justice League: Generation Lost,15,2010,Jack Jadson
3267,Justice League: Generation Lost,15,2010,Ruy Jose
3268,Justice League: Generation Lost,15,2010,Judd Winick
3269,Wonder Woman,40,1942,Bernard Sachs
3270,Wonder Woman,40,1942,Irving ''Irv'' Novick
3271,Wonder Woman,40,1942,Robert 'Bob' Kanigher
3272,Wonder Woman,40,1942,Whitney Ellsworth
3273,Aquaman,51,2011,Juan A. Castro
3274,Aquaman,51,2011,Vicente Cifuentes
3275,Aquaman,51,2011,Guy Major
3276,Aquaman,51,2011,Dan Abnett
3277,Aquaman,6,2003,Bob Almond
